"interpretacion","id_interpretacion","edad","id_usuario","id_escuela","grado","id_palabra"
"perder","447","null","75","4","3","15"
"perdición","448","16","1","8","2","5"
"perdición","448","13","3","8","2","5"
"perdición","448","null","80","8","3","5"
"perdición","448","15","82","8","3","5"
"perdición","448","null","83","8","3","5"
"perdición","448","14","99","8","3","5"
"perdición","448","14","5","8","2","6"
"perdición","448","13","25","8","2","6"
"perdida","449","14","98","8","3","8"
"perdida","449","14","57","4","3","15"
"pérdida","450","null","71","4","3","15"
"perra","451","13","19","8","2","13"
"perros","452","null","71","4","3","13"
"persecución","453","15","70","4","3","2"
"persona","454","14","23","8","2","1"
"persona","454","null","59","4","3","14"
"personas","455","14","92","8","3","10"
"personas sucias","456","13","3","8","2","2"
"perversión","457","14","2","8","2","2"
"perversión","457","14","22","8","2","2"
"perversión","457","13","38","8","2","2"
"piedras en riñon","458","14","23","8","2","6"
"piñatas","459","14","58","4","3","7"
"pixar","460","14","43","4","3","4"
"placer","461","null","59","4","3","9"
"placer","461","14","78","4","3","9"
"placer","461","null","88","8","3","9"
"placer","461","15","96","8","3","9"
"planear","462","15","82","8","3","3"
"planear","462","14","95","8","3","3"
"planear","462","14","100","8","3","3"
"plastilina","463","15","45","4","3","15"
"platica","464","13","9","8","2","16"
"pláticas","465","14","53","4","3","16"
"pláticas","465","15","77","4","3","16"
"poca","466","13","33","8","2","17"
"pocisiones","467","13","9","8","2","9"
"pokemón","468","15","45","4","3","11"
"polo gamer","469","15","46","4","3","11"
"positiva","470","14","57","4","3","4"
"precaución","471","14","72","4","3","1"
"precoz","472","13","3","8","2","1"
"precoz","472","14","4","8","2","1"
"precoz","472","13","28","8","2","9"
"preocupación","473","13","35","8","2","12"
"preocupado","474","null","88","8","3","4"
"preocupado","474","15","96","8","3","4"
"preparación","475","14","42","4","3","3"
"preparación","475","15","85","8","3","3"
"preparación","475","14","98","8","3","3"
"preparatoria","476","14","54","4","3","3"
"preparatoria","476","14","68","4","3","3"
"preservativo","477","14","5","8","2","9"
"preservativo","477","13","16","8","2","9"
"preservativo","477","13","28","8","2","9"
"prevención","478","null","90","8","3","15"
"prevención","478","13","12","8","2","16"
"prevención","478","null","17","8","2","16"
"prevención","478","13","28","8","2","16"
"prevención","478","13","30","8","2","16"
"prevención","478","13","34","8","2","16"
"prevención","478","14","49","4","3","16"
"prevención","478","15","82","8","3","16"
"prevención","478","null","83","8","3","16"
"privacidad","479","13","3","8","2","11"
"privacidad","479","14","13","8","2","11"
"privacidad","479","14","23","8","2","11"
"privación","480","null","79","8","3","2"
"privación","480","15","96","8","3","2"
"problemas","481","16","84","8","3","1"
"problemas","481","14","53","4","3","2"
"problemas","481","14","58","4","3","5"
"problemas","481","15","96","8","3","6"
"problemas","481","null","83","8","3","12"
"problemas","481","13","21","8","2","14"
"problemas","481","14","23","8","2","14"
"problemas","481","15","48","4","3","14"
"problemas","481","14","53","4","3","14"
"problemas","481","null","80","8","3","14"
"problemas","481","14","92","8","3","14"
"problemas","481","15","96","8","3","14"
"problemas","481","null","80","8","3","15"
"problemas","481","14","86","8","3","15"
"problemas","481","14","92","8","3","15"
"problemas","481","15","96","8","3","15"
"profesor","482","14","43","4","3","17"
"progreso","483","14","66","4","3","11"
"propósitos","484","16","1","8","2","3"
"propósitos","484","13","3","8","2","3"
"propósitos","484","13","21","8","2","3"
"propósitos","484","13","27","8","2","3"
"propósitos","484","13","28","8","2","3"
"protección","485","14","42","4","3","9"
"protección","485","14","49","4","3","9"
"protección","485","14","69","4","3","9"
"protección","485","null","81","8","3","9"
"protección","485","14","69","4","3","12"
"protección","485","16","1","8","2","13"
"protección","485","14","5","8","2","13"
"protección","485","14","13","8","2","13"
"protección","485","13","27","8","2","13"
"protección","485","13","29","8","2","13"
"protección","485","13","30","8","2","13"
"protección","485","13","31","8","2","13"
"protección","485","14","49","4","3","16"
"protección","485","null","75","4","3","16"
"protección","485","14","78","4","3","16"
"pubertad","486","14","51","4","3","4"
"pubertad","486","14","57","4","3","7"
"pubertad","486","13","33","8","2","9"
"puente","487","14","51","4","3","13"
"puñetazos","488","13","36","8","2","14"
"putazos","489","14","73","4","3","14"
"putazos","489","null","88","8","3","14"
"quehacer","490","14","99","8","3","13"
"querer","491","15","85","8","3","3"
"querer extremamente","492","15","85","8","3","2"
"quererte","493","13","21","8","2","10"
"quererte","493","14","40","8","2","10"
"quererte","493","null","59","4","3","10"
"quererte","493","14","62","4","3","10"
"quererte","493","14","63","4","3","10"
"quererte","493","null","80","8","3","10"
"quererte","493","null","90","8","3","10"
"quinceañera","494","14","42","4","3","7"
"quinceañera","494","15","45","4","3","7"
"ratos buenos","495","15","96","8","3","4"
"ratos malos","496","15","96","8","3","4"
"rebeldía","497","null","71","4","3","2"
"redes sociales","498","16","1","8","2","11"
"redes sociales","498","13","9","8","2","11"
"redes sociales","498","13","10","8","2","11"
"redes sociales","498","13","12","8","2","11"
"redes sociales","498","13","29","8","2","11"
"redes sociales","498","13","37","8","2","11"
"redes sociales","498","14","41","4","3","11"
"refugio","499","14","76","4","3","13"
"refugio","499","14","78","4","3","13"
"refugio","499","null","79","8","3","13"
"refugio","499","null","80","8","3","13"
"refugio","499","15","82","8","3","13"
"refugio","499","null","83","8","3","13"
"refugio","499","14","86","8","3","13"
"refugio","499","null","93","8","3","13"
"refugio","499","15","96","8","3","13"
"refugio","499","14","99","8","3","13"
"regaños","500","13","6","8","2","12"
"regaños","500","13","8","8","2","12"
"regaños","500","13","9","8","2","12"
"regaños","500","13","10","8","2","12"
"regaños","500","13","20","8","2","12"
"regaños","500","13","28","8","2","12"
"regaños","500","14","44","4","3","12"
"regaños","500","15","65","4","3","12"
"regaños","500","null","79","8","3","12"
"regaños","500","null","80","8","3","12"
"regaños","500","14","87","8","3","12"
"regaños","500","14","99","8","3","12"
"regaños","500","14","67","4","3","13"
"reglas","501","14","73","4","3","12"
"regular","502","14","43","4","3","10"
"reír","503","14","44","4","3","4"
"relación afectiva","504","15","85","8","3","8"
"relaciones","505","13","9","8","2","1"
"relaciones","505","null","17","8","2","1"
"relaciones","505","13","24","8","2","1"
"relaciones","505","14","44","4","3","1"
"relaciones","505","null","75","4","3","4"
"relaciones","505","null","71","4","3","7"
"relaciones","505","14","76","4","3","8"
"relaciones","505","14","41","4","3","9"
"relaciones","505","15","70","4","3","9"
"relaciones","505","null","94","8","3","9"
"relaciones","505","13","9","8","2","17"
"relaciones amorosas","506","13","7","8","2","14"
"relaciones amorosas","506","14","101","8","3","14"
"relaciones sexuales","507","15","61","4","3","1"
"relaciones sexuales","507","14","62","4","3","1"
"relaciones sexuales","507","null","75","4","3","7"
"relajación","508","14","98","8","3","13"
"reprobar","509","14","72","4","3","15"
"reproducción","509","null","81","8","3","9"
"reproducción","510","15","85","8","3","9"
"respeto","511","13","3","8","2","8"
"respeto","511","13","18","8","2","8"
"respeto","512","13","26","8","2","8"
"respeto","512","13","28","8","2","8"
"respeto","512","13","38","8","2","8"
"respeto","512","13","25","8","2","10"
"respeto","512","14","2","8","2","12"
"responsabilidad","512","null","79","8","3","1"
"responsabilidad","512","14","92","8","3","1"
"responsabilidad","513","14","42","4","3","1"
"responsabilidad","513","null","80","8","3","1"
"responsabilidad","513","15","82","8","3","1"
"responsabilidad","513","null","83","8","3","1"
"responsabilidad","513","15","85","8","3","1"
"responsabilidad","513","14","86","8","3","1"
"responsabilidad","513","null","93","8","3","1"
"responsabilidad","513","15","96","8","3","1"
"responsabilidad","513","null","93","8","3","6"
"responsabilidad","513","13","7","8","2","8"
"responsabilidad","513","13","12","8","2","8"
"responsabilidad","513","13","21","8","2","8"
"responsabilidad","513","13","33","8","2","8"
"responsabilidad","513","13","14","8","2","9"
"responsabilidad","513","14","23","8","2","9"
"responsabilidad","513","14","91","8","3","11"
"responsabilidad","513","13","3","8","2","12"
"responsabilidad","513","14","5","8","2","12"
"responsabilidad","513","13","12","8","2","12"
"responsabilidad","513","13","14","8","2","12"
"responsabilidad","513","13","25","8","2","12"
"responsabilidad","513","13","26","8","2","12"
"responsabilidad","513","13","33","8","2","12"
"responsabilidad","513","13","37","8","2","12"
"responsabilidad","513","14","50","4","3","12"
"responsabilidad","513","14","62","4","3","12"
"responsabilidad","513","14","78","4","3","12"
"responsabilidad","513","14","95","8","3","12"
"responsabilidad","513","15","96","8","3","12"
"reto","514","13","9","8","2","6"
"rico","515","null","15","8","2","6"
"rico","515","null","15","8","2","9"
"rico","515","null","32","8","2","9"
"riesgo","516","13","12","8","2","1"
"riesgo","516","null","17","8","2","9"
"riesgos","517","null","71","4","3","9"
"riñon","518","14","54","4","3","6"
"riñon","518","15","55","4","3","6"
"riñon","518","null","59","4","3","6"
"riñon","518","14","62","4","3","6"
"risa","519","13","35","8","2","5"
"risa","519","13","35","8","2","7"
"risas","520","14","62","4","3","4"
"robot","521","14","58","4","3","3"
"robots","522","13","8","8","2","11"
"robots","522","null","32","8","2","11"
"robots","522","13","39","8","2","11"
"robots","522","15","65","4","3","11"
"robots","522","15","85","8","3","11"
"romance","523","15","96","8","3","8"
"romper privacidad","524","14","98","8","3","2"
"rostros","525","14","53","4","3","4"
"salsa","526","14","42","4","3","7"
"salsa","526","15","45","4","3","7"
"salud","527","13","28","8","2","5"
"salud","527","13","27","8","2","16"
"salud","527","13","29","8","2","16"
"salud sexual","528","14","23","8","2","8"
"sangre","529","15","45","4","3","14"
"satisfacción","530","14","62","4","3","9"
"satisfacción","530","null","83","8","3","9"
"secretos","531","14","86","8","3","17"
"seguir","532","15","85","8","3","2"
"seguir estudiando","533","14","57","4","3","3"
"segura","534","14","2","8","2","16"
"seguridad","535","null","79","8","3","9"
"seguridad","535","14","87","8","3","9"
"seguridad","535","14","100","8","3","9"
"seguridad","535","14","101","8","3","9"
"seguridad","535","null","81","8","3","10"
"seguridad","535","14","87","8","3","10"
"seguridad","535","15","60","4","3","12"
"seguridad","535","15","70","4","3","12"
"seguridad","535","13","3","8","2","13"
"seguridad","535","13","26","8","2","13"
"seguridad","535","14","40","8","2","13"
"seguridad","535","15","55","4","3","13"
"seguridad","535","14","62","4","3","13"
"seguridad","535","14","78","4","3","13"
"seguridad","535","16","84","8","3","13"
"seguridad","535","14","92","8","3","13"
"seguridad","535","null","93","8","3","13"
"seguridad","535","null","94","8","3","13"
"seguridad","535","15","96","8","3","13"
"seguridad","535","13","6","8","2","17"
"seguridad","535","13","9","8","2","17"
"seguridad","535","13","21","8","2","17"
"seguridad","535","14","23","8","2","17"
"seguridad","535","13","24","8","2","17"
"seguridad","535","13","26","8","2","17"
"seguridad","535","13","28","8","2","17"
"seguridad","535","14","74","4","3","17"
"seguridad","535","15","96","8","3","17"
"seguro","536","13","33","8","2","3"
"seguro","536","14","4","8","2","13"
"seguro","536","null","81","8","3","13"
"sentimientos","537","16","1","8","2","4"
"sentimientos","537","14","5","8","2","4"
"sentimientos","537","13","8","8","2","4"
"sentimientos","537","13","12","8","2","4"
"sentimientos","537","14","13","8","2","4"
"sentimientos","537","null","15","8","2","4"
"sentimientos","537","13","16","8","2","4"
"sentimientos","537","13","19","8","2","4"
"sentimientos","537","13","21","8","2","4"
"sentimientos","537","14","22","8","2","4"
"sentimientos","537","13","25","8","2","4"
"sentimientos","537","13","30","8","2","4"
"sentimientos","537","13","31","8","2","4"
"sentimientos","537","null","32","8","2","4"
"sentimientos","537","13","37","8","2","4"
"sentimientos","537","14","40","8","2","4"
"sentimientos","537","15","47","4","3","4"
"sentimientos","537","14","54","4","3","4"
"sentimientos","537","null","71","4","3","4"
"sentimientos","537","15","85","8","3","4"
"sentimientos","537","15","85","8","3","4"
"sentimientos","537","null","93","8","3","4"
"sentimientos","537","14","42","4","3","8"
"sentimientos","537","null","79","8","3","8"
"sentimientos","537","null","81","8","3","8"
"sentimientos","537","15","82","8","3","8"
"sentimientos","537","16","84","8","3","8"
"sentimientos","537","15","89","8","3","8"
"sentimientos","537","null","93","8","3","8"
"sentimientos","537","15","96","8","3","8"
"sentimientos","537","14","100","8","3","8"
"sentimientos","537","13","8","8","2","10"
"sentimientos","537","15","85","8","3","10"
"sentirse mal","538","15","85","8","3","15"
"separados","539","null","32","8","2","12"
"sexo","540","14","44","4","3","1"
"sexo","540","15","85","8","3","1"
"sexo","540","14","95","8","3","1"
"sexo","540","null","71","4","3","2"
"sexo","540","14","44","4","3","6"
"sexo","540","13","34","8","2","7"
"sexo","540","15","65","4","3","7"
"sexo","540","14","72","4","3","7"
"sexo","540","15","46","4","3","8"
"sexo","540","14","73","4","3","8"
"sexo","540","15","82","8","3","8"
"sexo","540","14","99","8","3","8"
"sexo","540","13","11","8","2","16"
"sexo","540","15","77","4","3","16"
"sexo","540","null","94","8","3","16"
"sexual","541","13","34","8","2","2"
"sexual","541","15","45","4","3","2"
"sexual","541","14","52","4","3","2"
"sexual","541","14","56","4","3","2"
"sexual","541","15","65","4","3","2"
"sexual","541","null","90","8","3","2"
"sexualidad","542","null","93","8","3","2"
"sexualidad","542","null","79","8","3","16"
"shot","543","13","36","8","2","6"
"sillón","544","14","73","4","3","13"
"sin árboles","545","14","56","4","3","3"
"sin futuro","546","14","41","4","3","5"
"sin futuro","546","14","49","4","3","5"
"sin futuro","546","null","59","4","3","5"
"sin mundo","547","14","63","4","3","3"
"social","548","13","30","8","2","2"
"social","548","13","34","8","2","2"
"soledad","549","14","101","8","3","8"
"soledad","549","13","18","8","2","13"
"soledad","549","13","8","8","2","15"
"soledad","549","13","10","8","2","15"
"soledad","549","13","38","8","2","15"
"soledad","549","14","87","8","3","15"
"soledad","549","15","96","8","3","15"
"soledad","549","14","98","8","3","15"
"solidaridad","550","null","75","4","3","13"
"solo","551","14","4","8","2","15"
"soltero","552","14","43","4","3","8"
"soltero","552","15","47","4","3","8"
"sueños","553","13","3","8","2","3"
"sueños","553","13","35","8","2","3"
"sueños","553","14","66","4","3","3"
"sufrimiento","554","14","42","4","3","2"
"sufro","555","14","43","4","3","14"
"suicidio","556","14","57","4","3","10"
"suicidio","556","14","67","4","3","10"
"suicidio","556","null","71","4","3","10"
"suicidio","556","14","74","4","3","10"
"suicidio","556","14","76","4","3","10"
"suicidio","556","16","1","8","2","15"
"suicidio","556","13","25","8","2","15"
"suicidio","556","13","28","8","2","15"
"suicidio","556","13","36","8","2","15"
"suicidio","556","13","37","8","2","15"
"suicidio","556","13","39","8","2","15"
"suicidio","556","14","40","8","2","15"
"suicidio","556","15","48","4","3","15"
"suicidio","556","15","55","4","3","15"
"suicidio","556","14","63","4","3","15"
"suicidio","556","14","76","4","3","15"
"suicidio","556","null","81","8","3","15"
"suicidio","556","14","87","8","3","15"
"suicidio","556","null","88","8","3","15"
"suicidio","556","14","95","8","3","15"
"suicidio","556","15","96","8","3","15"
"superación","557","null","83","8","3","3"
"superación","557","14","57","4","3","11"
"techo","558","14","41","4","3","13"
"techo","558","15","48","4","3","13"
"techo","558","14","74","4","3","13"
"tecnología","559","14","62","4","3","3"
"tecnología","559","14","69","4","3","3"
"tecnología","559","14","74","4","3","3"
"tecnología","559","14","78","4","3","3"
"teléfono","560","13","9","8","2","11"
"teléfonos","561","14","44","4","3","11"
"teléfonos","561","14","50","4","3","11"
"televisa","562","14","51","4","3","16"
"temprana edad","563","15","89","8","3","1"
"temprana edad","563","null","90","8","3","1"
"temprana edad","563","14","101","8","3","1"
"tentación","564","15","60","4","3","8"
"tequila","565","15","47","4","3","6"
"terminación de relaciones","566","null","71","4","3","10"
"terminar carrera","567","14","67","4","3","3"
"terminar estudios","568","15","55","4","3","3"
"tesla","569","14","63","4","3","11"
"tías","570","15","55","4","3","12"
"tiempo","571","13","26","8","2","3"
"tío","572","13","3","8","2","6"
"tíos","573","15","96","8","3","6"
"tiro","574","13","11","8","2","14"
"tocar","575","13","21","8","2","2"
"tocar","575","14","41","4","3","2"
"tomar","576","14","74","4","3","6"
"torito","577","14","63","4","3","6"
"tóxica","578","16","1","8","2","8"
"tóxica","578","13","6","8","2","8"
"tóxica","578","13","9","8","2","8"
"tóxica","578","13","11","8","2","8"
"tóxica","578","13","16","8","2","8"
"tóxica","578","13","19","8","2","8"
"tóxica","578","13","21","8","2","8"
"tóxica","578","13","34","8","2","8"
"tóxica","578","13","39","8","2","8"
"tóxicas","579","13","24","8","2","5"
"toxicidad","580","14","22","8","2","8"
"toxicidad","580","null","83","8","3","8"
"tóxico","581","13","3","8","2","8"
"tóxico","581","14","4","8","2","8"
"tóxico","581","13","20","8","2","8"
"tóxico","581","14","50","4","3","8"
"tóxicos","582","null","17","8","2","8"
"trabajo","583","13","12","8","2","3"
"trabajo","583","null","17","8","2","3"
"trabajo","583","13","21","8","2","3"
"trabajo","583","13","24","8","2","3"
"trabajo","583","13","29","8","2","3"
"trabajo","583","13","39","8","2","3"
"trabajo","583","14","41","4","3","3"
"trabajo","583","14","50","4","3","3"
"trabajo","583","null","71","4","3","3"
"trabajo","583","15","77","4","3","3"
"trabajo","583","null","79","8","3","3"
"trabajo","583","null","80","8","3","3"
"trabajo","583","16","84","8","3","3"
"trabajo","583","15","85","8","3","3"
"trabajo","583","null","90","8","3","3"
"trabajo","583","null","93","8","3","3"
"trabajo","583","null","94","8","3","3"
"trabajo","583","15","96","8","3","3"
"trabajo","583","null","97","8","3","3"
"trabajo","583","14","50","4","3","12"
"trabajo","583","null","15","8","2","13"
"trabajo estable","584","14","5","8","2","3"
"trabajo estable","584","13","19","8","2","3"
"traficantes","585","14","51","4","3","5"
"traición","586","16","1","8","2","17"
"traición","586","14","5","8","2","17"
"traición","586","13","18","8","2","17"
"tranquilidad","587","14","58","4","3","13"
"tranquilidad","587","14","62","4","3","13"
"tranquilidad","587","14","66","4","3","13"
"tranquilidad","587","14","72","4","3","13"
"tranquilidad","587","14","78","4","3","13"
"tranquilidad","587","null","97","8","3","13"
"tristeza","588","13","28","8","2","2"
"tristeza","588","13","14","8","2","4"
"tristeza","588","13","26","8","2","4"
"tristeza","588","13","28","8","2","4"
"tristeza","588","13","34","8","2","4"
"tristeza","588","13","35","8","2","4"
"tristeza","588","15","45","4","3","4"
"tristeza","588","15","48","4","3","4"
"tristeza","588","14","49","4","3","4"
"tristeza","588","14","50","4","3","4"
"tristeza","588","14","56","4","3","4"
"tristeza","588","15","60","4","3","4"
"tristeza","588","15","61","4","3","4"
"tristeza","588","14","64","4","3","4"
"tristeza","588","14","67","4","3","4"
"tristeza","588","14","78","4","3","4"
"tristeza","588","15","82","8","3","4"
"tristeza","588","null","83","8","3","4"
"tristeza","588","14","66","4","3","10"
"tristeza","588","null","83","8","3","10"
"tristeza","588","13","27","8","2","15"
"tristeza","588","13","29","8","2","15"
"tristeza","588","14","41","4","3","15"
"tristeza","588","14","42","4","3","15"
"tristeza","588","14","50","4","3","15"
"tristeza","588","14","53","4","3","15"
"tristeza","588","14","58","4","3","15"
"tristeza","588","14","66","4","3","15"
"tristeza","588","15","77","4","3","15"
"tristeza","588","14","78","4","3","15"
"tristeza","588","15","82","8","3","15"
"tristeza","588","16","84","8","3","15"
"tristeza","588","14","86","8","3","15"
"tristeza","588","14","87","8","3","15"
"tristeza","588","15","89","8","3","15"
"unión","589","15","48","4","3","12"
"universidad","590","14","68","4","3","3"
"valor","591","14","2","8","2","10"
"valoración mutua","592","14","78","4","3","10"
"valorada","593","13","33","8","2","17"
"variación","594","13","9","8","2","4"
"vergüenza","595","14","49","4","3","10"
"viajes","596","14","53","4","3","3"
"viajes","596","15","96","8","3","3"
"vicio","597","15","55","4","3","5"
"vicio","597","14","57","4","3","5"
"vicio","597","14","49","4","3","6"
"vicio","597","14","50","4","3","6"
"vicio","597","14","78","4","3","6"
"vicio","597","null","79","8","3","6"
"vicio","597","null","80","8","3","6"
"vicio","597","16","84","8","3","6"
"vicio","597","14","87","8","3","6"
"vicio","597","null","88","8","3","6"
"vicio","597","14","91","8","3","6"
"vicio","597","14","95","8","3","6"
"vicio","597","14","100","8","3","6"
"vicios","598","13","9","8","2","5"
"vicios","598","13","34","8","2","5"
"vicios","598","14","86","8","3","5"
"vicios","598","14","98","8","3","5"
"vida","599","14","23","8","2","3"
"vida","599","14","50","4","3","3"
"vida larga","600","14","41","4","3","3"
"videojuegos","601","13","20","8","2","11"
"videojuegos","601","13","30","8","2","11"
"videojuegos","601","13","35","8","2","11"
"videojuegos","601","13","38","8","2","11"
"videojuegos","601","13","39","8","2","11"
"videojuegos","601","15","82","8","3","11"
"videojuegos","601","16","84","8","3","11"
"videojuegos","601","14","87","8","3","11"
"videojuegos","601","15","96","8","3","11"
"videojuegos","601","14","101","8","3","11"
"videos","602","14","2","8","2","11"
"vih","603","13","10","8","2","9"
"violación","604","14","4","8","2","2"
"violación","604","14","5","8","2","2"
"violación","604","13","6","8","2","2"
"violación","604","13","11","8","2","2"
"violación","604","13","12","8","2","2"
"violación","604","14","13","8","2","2"
"violación","604","13","14","8","2","2"
"violación","604","13","18","8","2","2"
"violación","604","13","36","8","2","2"
"violación","604","15","46","4","3","2"
"violación","604","15","55","4","3","2"
"violación","604","14","78","4","3","2"
"violación","604","null","83","8","3","2"
"violencia","605","14","23","8","2","2"
"violencia","605","14","66","4","3","2"
"violencia","605","14","67","4","3","2"
"violencia","605","14","74","4","3","2"
"violencia","605","14","78","4","3","2"
"violencia","605","14","86","8","3","2"
"violencia","605","15","89","8","3","6"
"vivir","606","null","80","8","3","13"
"whatsapp","607","15","47","4","3","11"
"wifi","608","15","82","8","3","11"
"yo","609","null","59","4","3","3"
"yo","609","14","73","4","3","3"
"yo","609","null","71","4","3","12"
"yo","609","null","59","4","3","13"
"yo","609","null","71","4","3","13"
"yo","609","14","91","8","3","17"
"yo","609","14","101","8","3","17"
"youtube","610","null","75","4","3","11"